;v0.3.135e10_exEcai-3ag_ECAI_Clique_3All
Standard deviation of total size of solve for covered manif. (stddev) ;0.0;
Standard deviation of total size of solve for covered manif. (min) ;6.599663291074444;
Standard deviation of total size of solve for covered manif. (max) ;6.599663291074444;
Standard deviation of max size of solve for covered manif. (avg) ;4.242640687119285;
Standard deviation of max size of solve for covered manif. (stddev) ;0.0;
Standard deviation of max size of solve for covered manif. (min) ;4.242640687119285;
Standard deviation of max size of solve for covered manif. (max) ;4.242640687119285;
Standard deviation of min size of solve for covered manif. (avg) ;0.0;
Standard deviation of min size of solve for covered manif. (stddev) ;0.0;
Standard deviation of min size of solve for covered manif. (min) ;0.0;
Standard deviation of min size of solve for covered manif. (max) ;0;
Product of nb of solve for prove manif (avg) ;6.0;
Product of nb of solve for prove manif (stddev) ;0.0;
Product of nb of solve for prove manif (min) ;6;
Product of nb of solve for prove manif (max) ;6;
Product of total size of solve for prove manif (avg) ;74250.0;
Product of total size of solve for prove manif (stddev) ;0.0;
Product of total size of solve for prove manif (min) ;74250;
Product of total size of solve for prove manif (max) ;74250;
Product of max size of solve for prove manif (avg) ;15625.0;
Product of max size of solve for prove manif (stddev) ;0.0;
Product of max size of solve for prove manif (min) ;15625;
Product of max size of solve for prove manif (max) ;15625;
Product of min size of solve for prove manif (avg) ;8000.0;
Product of min size of solve for prove manif (stddev) ;0.0;
Product of min size of solve for prove manif (min) ;8000;
Product of min size of solve for prove manif (max) ;8000;
Max of nb of solve for prove manif (avg) ;3.0;
Max of nb of solve for prove manif (stddev) ;0.0;
Max of nb of solve for prove manif (min) ;3;
Max of nb of solve for prove manif (max) ;3;
Max of total size of solve for prove manif (avg) ;66.0;
Max of total size of solve for prove manif (stddev) ;0.0;
Max of total size of solve for prove manif (min) ;66;
Max of total size of solve for prove manif (max) ;66;
Max of max size of solve for prove manif (avg) ;25.0;
Max of max size of solve for prove manif (stddev) ;0.0;
Max of max size of solve for prove manif (min) ;25;
Max of max size of solve for prove manif (max) ;25;
Max of min size of solve for prove manif (avg) ;25.0;
Max of min size of solve for prove manif (stddev) ;0.0;
Max of min size of solve for prove manif (min) ;25;
Max of min size of solve for prove manif (max) ;25;
Min of nb of solve for prove manif (avg) ;1.0;
Min of nb of solve for prove manif (stddev) ;0.0;
Min of nb of solve for prove manif (min) ;1;
Min of nb of solve for prove manif (max) ;1;
Min of total size of solve for prove manif (avg) ;25.0;
Min of total size of solve for prove manif (stddev) ;0.0;
Min of total size of solve for prove manif (min) ;25;
Min of total size of solve for prove manif (max) ;25;
Min of max size of solve for prove manif (avg) ;25.0;
Min of max size of solve for prove manif (stddev) ;0.0;
Min of max size of solve for prove manif (min) ;25;
Min of max size of solve for prove manif (max) ;25;
Min of min size of solve for prove manif (avg) ;16.0;
Min of min size of solve for prove manif (stddev) ;0.0;
Min of min size of solve for prove manif (min) ;16;
Min of min size of solve for prove manif (max) ;16;
Sum of nb of solve for prove manif (avg) ;6.0;
Sum of nb of solve for prove manif (stddev) ;0.0;
Sum of nb of solve for prove manif (min) ;6;
Sum of nb of solve for prove manif (max) ;6;
Sum of total size of solve for prove manif (avg) ;136.0;
Sum of total size of solve for prove manif (stddev) ;0.0;
Sum of total size of solve for prove manif (min) ;136;
Sum of total size of solve for prove manif (max) ;136;
Sum of max size of solve for prove manif (avg) ;75.0;
Sum of max size of solve for prove manif (stddev) ;0.0;
Sum of max size of solve for prove manif (min) ;75;
Sum of max size of solve for prove manif (max) ;75;
Sum of min size of solve for prove manif (avg) ;61.0;
Sum of min size of solve for prove manif (stddev) ;0.0;
Sum of min size of solve for prove manif (min) ;61;
Sum of min size of solve for prove manif (max) ;61;
Average of nb of solve for prove manif (avg) ;2.0;
Average of nb of solve for prove manif (stddev) ;0.0;
Average of nb of solve for prove manif (min) ;2.0;
Average of nb of solve for prove manif (max) ;2.0;
Average of total size of solve for prove manif (avg) ;45.33333333333333;
Average of total size of solve for prove manif (stddev) ;7.105427357601002E-15;
Average of total size of solve for prove manif (min) ;45.333333333333336;
Average of total size of solve for prove manif (max) ;45.333333333333336;
Average of max size of solve for prove manif (avg) ;25.0;
Average of max size of solve for prove manif (stddev) ;0.0;
Average of max size of solve for prove manif (min) ;25.0;
Average of max size of solve for prove manif (max) ;25.0;
Average of min size of solve for prove manif (avg) ;20.333333333333336;
Average of min size of solve for prove manif (stddev) ;3.552713678800501E-15;
Average of min size of solve for prove manif (min) ;20.333333333333332;
Average of min size of solve for prove manif (max) ;20.333333333333332;
Standard deviation of nb of solve for prove manif (avg) ;0.816496580927726;
Standard deviation of nb of solve for prove manif (stddev) ;0.0;
Standard deviation of nb of solve for prove manif (min) ;0.816496580927726;
Standard deviation of nb of solve for prove manif (max) ;0.816496580927726;
Standard deviation of total size of solve for prove manif (avg) ;16.739839372652963;
Standard deviation of total size of solve for prove manif (stddev) ;3.552713678800501E-15;
Standard deviation of total size of solve for prove manif (min) ;16.73983937265296;
Standard deviation of total size of solve for prove manif (max) ;16.73983937265296;
Standard deviation of max size of solve for prove manif (avg) ;0.0;
Standard deviation of max size of solve for prove manif (stddev) ;0.0;
Standard deviation of max size of solve for prove manif (min) ;0.0;
Standard deviation of max size of solve for prove manif (max) ;0;
Standard deviation of min size of solve for prove manif (avg) ;3.6817870057290873;
Standard deviation of min size of solve for prove manif (stddev) ;0.0;
Standard deviation of min size of solve for prove manif (min) ;3.6817870057290873;
Standard deviation of min size of solve for prove manif (max) ;3.6817870057290873;
Product of nb of solve for addtotheory (avg) ;6.0;
Product of nb of solve for addtotheory (stddev) ;0.0;
Product of nb of solve for addtotheory (min) ;6;
Product of nb of solve for addtotheory (max) ;6;
Product of total size of solve for addtotheory (avg) ;80.0;
Product of total size of solve for addtotheory (stddev) ;0.0;
Product of total size of solve for addtotheory (min) ;80;
Product of total size of solve for addtotheory (max) ;80;
Product of max size of solve for addtotheory (avg) ;18.0;
Product of max size of solve for addtotheory (stddev) ;0.0;
Product of max size of solve for addtotheory (min) ;18;
Product of max size of solve for addtotheory (max) ;18;
Product of min size of solve for addtotheory (avg) ;8.0;
Product of min size of solve for addtotheory (stddev) ;0.0;
Product of min size of solve for addtotheory (min) ;8;
Product of min size of solve for addtotheory (max) ;8;
Max of nb of solve for addtotheory (avg) ;3.0;
Max of nb of solve for addtotheory (stddev) ;0.0;
Max of nb of solve for addtotheory (min) ;3;
Max of nb of solve for addtotheory (max) ;3;
Max of total size of solve for addtotheory (avg) ;8.0;
Max of total size of solve for addtotheory (stddev) ;0.0;
Max of total size of solve for addtotheory (min) ;8;
Max of total size of solve for addtotheory (max) ;8;
Max of max size of solve for addtotheory (avg) ;3.0;
Max of max size of solve for addtotheory (stddev) ;0.0;
Max of max size of solve for addtotheory (min) ;3;
Max of max size of solve for addtotheory (max) ;3;
Max of min size of solve for addtotheory (avg) ;2.0;
Max of min size of solve for addtotheory (stddev) ;0.0;
Max of min size of solve for addtotheory (min) ;2;
Max of min size of solve for addtotheory (max) ;2;
Min of nb of solve for addtotheory (avg) ;1.0;
Min of nb of solve for addtotheory (stddev) ;0.0;
Min of nb of solve for addtotheory (min) ;1;
Min of nb of solve for addtotheory (max) ;1;
Min of total size of solve for addtotheory (avg) ;2.0;
Min of total size of solve for addtotheory (stddev) ;0.0;
Min of total size of solve for addtotheory (min) ;2;
Min of total size of solve for addtotheory (max) ;2;
Min of max size of solve for addtotheory (avg) ;2.0;
Min of max size of solve for addtotheory (stddev) ;0.0;
Min of max size of solve for addtotheory (min) ;2;
Min of max size of solve for addtotheory (max) ;2;
Min of min size of solve for addtotheory (avg) ;2.0;
Min of min size of solve for addtotheory (stddev) ;0.0;
Min of min size of solve for addtotheory (min) ;2;
Min of min size of solve for addtotheory (max) ;2;
Sum of nb of solve for addtotheory (avg) ;6.0;
Sum of nb of solve for addtotheory (stddev) ;0.0;
Sum of nb of solve for addtotheory (min) ;6;
Sum of nb of solve for addtotheory (max) ;6;
Sum of total size of solve for addtotheory (avg) ;15.0;
Sum of total size of solve for addtotheory (stddev) ;0.0;
Sum of total size of solve for addtotheory (min) ;15;
Sum of total size of solve for addtotheory (max) ;15;
Sum of max size of solve for addtotheory (avg) ;8.0;
Sum of max size of solve for addtotheory (stddev) ;0.0;
Sum of max size of solve for addtotheory (min) ;8;
Sum of max size of solve for addtotheory (max) ;8;
Sum of min size of solve for addtotheory (avg) ;6.0;
Sum of min size of solve for addtotheory (stddev) ;0.0;
Sum of min size of solve for addtotheory (min) ;6;
Sum of min size of solve for addtotheory (max) ;6;
Average of nb of solve for addtotheory (avg) ;2.0;
Average of nb of solve for addtotheory (stddev) ;0.0;
Average of nb of solve for addtotheory (min) ;2.0;
Average of nb of solve for addtotheory (max) ;2.0;
Average of total size of solve for addtotheory (avg) ;5.0;
Average of total size of solve for addtotheory (stddev) ;0.0;
Average of total size of solve for addtotheory (min) ;5.0;
Average of total size of solve for addtotheory (max) ;5.0;
Average of max size of solve for addtotheory (avg) ;2.666666666666667;
Average of max size of solve for addtotheory (stddev) ;4.440892098500626E-16;
Average of max size of solve for addtotheory (min) ;2.6666666666666665;
Average of max size of solve for addtotheory (max) ;2.6666666666666665;
Average of min size of solve for addtotheory (avg) ;2.0;
Average of min size of solve for addtotheory (stddev) ;0.0;
Average of min size of solve for addtotheory (min) ;2.0;
Average of min size of solve for addtotheory (max) ;2.0;
Standard deviation of nb of solve for addtotheory (avg) ;0.816496580927726;
Standard deviation of nb of solve for addtotheory (stddev) ;0.0;
